index,original_title,artist,startYear,endYear,image,url,museum,title,place,material,description,art_id_1,art_id_2,art_id_3,art_id_4,art_id_5,art_id_6,art_id_7,art_id_8,art_id_9,art_id_10
3847,Le Couronnement de la Vierge,Italie ; Raffaellino del Garbo,1500.0,1600.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053792/0000047996_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053792,louvre museum,The Coronation of the Virgin,Italy,drink,with holy benoit holy salvi holy jeans gualbert and bernard degli uberti format hanger,2620,3825,3828,474,475,473,3826,555,3829,1361
3848,Le Martyre de saint Sébastien entre saint Barthélémy et un saint Evêque,Italie ; Maître de l'Epiphanie de Fiesole,1400.0,1500.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053945/0000751006_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053945,louvre museum,The Martyrdom of Saint Sebastian between Saint Bartholomew and a holy Bishop,Italy,drink  poplar ,registration to setback on the sign to the chalk white to setback on the sign registered in white inv to sadness visible to setback on the sign a label handwritten,3811,5076,5077,6159,6124,6295,6057,5991,5083,3843
3849,Trois scènes de la vie de saint Jean Gualbert : Jean Gualbert prend l'habit monastique malgré la volonté de son père.,"Italie ; Palmezzano, Marco",1500.0,1525.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053951/0000751100_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053951,louvre museum,Three scenes from the life of Saint Jean Gualbert: Jean Gualbert takes the monastic habit despite his father's wishes.,Italy,drink  poplar ,registration inv error  inventory to setback on the sign to stencil white,3805,87,85,5926,3199,88,6159,6166,3807,566
3850,Madone du Magnificat,"Italie ; Botticelli, Sandro (Alessandro di Mariano di Sandro Filipepi, dit)",1485.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000053448/0000868160_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053448,louvre museum,Madonna of the Magnificat,Italy,drink,registration registration on the book transcription partial magnificate setback with difficulty legible label setback illegible board exposed very in height on cartel on frame in part superior on the frame on cartel in part lower school of sandro filipepi said he botticelli the madonna of magnificate,5112,26,5111,104,5110,5113,5114,5108,1088,5109
3851,Nature morte aux carpes,"Italie ; Recco, Nicola Maria",1600.0,1700.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053800/0000730606_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053800,louvre museum,Still life with carp,Italy,cloth,registration to setback on the frame a label frame collection louis the case bis to setback on the cloth museum of the city of paul on the frame a registration engraved frame museum paul,2609,1055,2608,2676,3333,2675,91,997,3635,2037
3852,Saint François restitue ses habits à son père,"Italie ; Solimena, Francesco",1690.0,1699.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053859/0000796763_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053859,louvre museum,Saint Francis returns his clothes to his father,Italy,cloth,registration setback frame to left rf setback frame part superior label lp art setback frame crosses horizontal label handwritten octagonal to edges blue rf school neapolitan baptism setback cloth stencil black r f and manuscript setback frame,45,46,6305,2684,50,4888,5491,4521,421,5090
3853,Résurrection de Lazare,"Italie ; Siciolante, Girolamo, dit Siciolante da Sermoneta",1500.0,1600.0,https://collections.louvre.fr/media/cache/large/0000000021/0000057394/0000932988_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010057394,louvre museum,Raising of Lazarus,Italy,drink,in presence of his followers and to the pray of martha and of married jesus standing to right resurrected lazarus lying to left on his shroud to low of his tomb,186,180,528,3701,178,2851,4356,1447,86,83
3854,Vierge à l'Enfant,"Italie ; Lorenzo di Credi (Lorenzo d'Andrea d'Uderigo di Credi, dit)",1400.0,1500.0,https://collections.louvre.fr/media/cache/original/0000000021/0000054630/0000046152_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054630,louvre museum,Virgin and Child,Italy,drink,registration rm coll goering number of central collecting point of munich old,486,54,3808,1125,13,1126,5110,489,2623,2616
3855,"Saint Antoine (panneau supérieur du polyptyque ""Crespi"")",Italie ; Marco da Oggiono,1515.0,1519.0,https://collections.louvre.fr/media/cache/large/0000000021/0000054636/0000927689_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054636,louvre museum,"Saint Anthony (upper panel of the ""Crespi"" polyptych)",Italy,drink,format hanger registration to setback of sign on label blois mpr m  oggiomo holy anthony where gaultbert gomette red to reversed of sign to pencil on gomette yellow,114,3834,2138,3833,3848,3842,522,3824,5457,3856
3856,"Saint Jean Baptiste et un donateur (panneau inférieur du polyptyque ""Crespi"")",Italie ; Marco da Oggiono,1515.0,1519.0,https://collections.louvre.fr/media/cache/large/0000000021/0000054638/0000927691_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054638,louvre museum,"Saint John the Baptist and a donor (lower panel of the ""Crespi"" polyptych)",Italy,drink,format hanger registration to setback of sign on label small palace paris exposure the sixteenth century european,3833,3834,73,114,3855,2139,931,932,484,4712
3857,Georges Cadoudal,"Coutan, Amable Paul ; France",1827.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000241197/0000385819_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010241197,louvre museum,Georges Cadoudal,coutan  friendly Paul,oil on cloth,signature coutan,4141,434,2520,2582,2584,3116,447,2900,4138,4140
3858,"Jeune femme en buste, les épaules dénudées.","Couture, Thomas ; France",1835.0,1879.0,https://collections.louvre.fr/media/cache/original/0000000021/0000062661/0000760837_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010062661,louvre museum,"Young woman in bust, bare shoulders.",sewing  thomas,oil on cloth,format composition oval,4855,1203,2370,4859,5104,5826,5680,2120,5818,4691
3859,"Vertumne et Pomone, dit auparavant Ixion trompé par Junon","Couwenbergh, Christiaen van ; Pays-Bas",1696.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000063547/0000145564_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010063547,louvre museum,"Vertumnus and Pomona, previously called Ixion deceived by Juno",couwenbergh  Christian van,oil on cloth,topic drawn from metamorphoses xiv to right pomon the goddess from fruits and from gardens to left his lover virtuemn who disguised in old women for and him to serve of confidante bill hook for the gardening and stick of old age designation good of  figures if the representation is little traditional who watch a virtuemn bare she testifies rawness enough frequent at the house of the artists from country low of this era signature s  b m between the legs of pomon vs b f,2064,171,5204,6273,5212,2647,5536,4289,451,2063
3860,Le sacrifice de la fille de Jephté,"Coypel, Antoine ; France",1675.0,1700.0,https://collections.louvre.fr/media/cache/large/0000000021/0000064572/0000690844_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010064572,louvre museum,The Sacrifice of Jephthah's Daughter,copy  anthony,oil on cloth,registration to setback on the cloth has the chalk white framed and to stencil to i ink black nr on the frame to pencil blue to pencil graphite to i ink antoni koeypel syn zacr asow ponpadur of them stamps in wax red label red oval incomplete photography labels nature of brand stamp of wax,5856,4744,6333,4798,2463,2228,513,2733,4819,3158
3861,Les adieux d'Hector et d'Andromaque,"Coypel, Antoine ; France",1718.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000062207/0000763006_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010062207,louvre museum,Farewell to Hector and Andromache,copy  anthony,oil on cloth,source of representation homer iliad singing vi,3864,3867,3865,1571,2167,1189,2169,1698,1701,1702
3862,Le Printemps,"Coypel, Antoine ; France",1699.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000056799/0000135934_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010056799,louvre museum,Spring,copy  anthony,cloth,registration to setback on the cloth to stencil black inv,3874,3917,3918,4161,4803,332,4824,3006,4616,4617
3863,Portrait de l'artiste,"Coypel, Antoine ; France",1715.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000237514/0000759427_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010237514,louvre museum,Portrait of the artist,copy  anthony,cloth,registration medals of louis the big on the collection of engravings from medals of king whose he provides the drawings,4503,3406,3588,5215,2655,1800,3232,278,690,4518
3864,La descente d'Énée aux Enfers,"Coypel, Antoine ; France",1716.0,1717.0,https://collections.louvre.fr/media/cache/large/0000000021/0000062226/0000763007_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010062226,louvre museum,The Descent of Aeneas into the Underworld,copy  anthony,oil on cloth,source of representation virgil aeneid vi,3867,3865,3861,2167,2169,1571,6360,1189,1701,1698
3865,Évandre pleurant la mort de son fils Pallas,"Coypel, Antoine ; France",1716.0,1717.0,https://collections.louvre.fr/media/cache/large/0000000021/0000062227/0000763009_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010062227,louvre museum,Evander mourning the death of his son Pallas,copy  anthony,oil on cloth,source of representation virgil aeneid xi,3867,3864,3861,2167,2169,1571,1189,913,6141,4360
3866,Bacchus consolant Ariane,"Coypel, Antoine ; France",1600.0,1700.0,https://collections.louvre.fr/media/cache/large/0000000021/0000055285/0000961127_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010055285,louvre museum,Bacchus consoling Ariadne,copy  anthony,cloth,registration label setback frame has copy  ready bacchus and arian others labels same setback cloth and frame in red p setback cloth stencil black rf others labels same,3098,2650,2770,6383,2986,5146,21,2683,5054,2669
3867,Turnus tué par Énée,"Coypel, Antoine ; France",1716.0,1717.0,https://collections.louvre.fr/media/cache/large/0000000021/0000066662/0000763012_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010066662,louvre museum,Turnus slain by Aeneas,copy  anthony,oil on cloth,source of representation virgil aeneid xi,3864,3865,3861,1189,2167,2169,1571,1701,1698,6360
3868,Démocrite riant,"Coypel, Antoine ; France",1692.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000059603/0000136087_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010059603,louvre museum,Laughing Democritus,copy  anthony,oil on cloth,nature of brand stamp of wax,1188,2183,5350,4329,1525,615,6270,4095,832,4771
3869,Psyché admirant l'Amour endormi,"Coypel, Antoine ; France",1701.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000057470/0000329678_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010057470,louvre museum,Psyche Admiring the Sleeping Cupid,copy  anthony,cloth,has left psyche kneeling a lamp to the hand rear i love sleeping that she seems consider with admiration registration i love and psyche to back on the cloth title mo landry to right of the door to back on the frame to pencil not garnish anthony copy p,6042,3175,5162,3892,3870,4560,5141,5129,257,2005
3870,L'Amour abandonnant Psyché,"Coypel, Antoine ; France",1701.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000057471/0000329679_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010057471,louvre museum,Cupid Abandoning Psyche,copy  anthony,cloth,has left psyche to half lying down to earth the arm surveys to i air implores i love angry who s escape to above  she bottom of countryside mountainous the countryside here has a interest particular he testifies  a taste of picturesque and  a indifference complete to the likelihood trends that we will find expressed by from means everything different at the house of a butcher,5162,3869,2647,3886,3527,3389,6221,3512,5212,171
3871,Zéphyr et Flore,"Coypel, Antoine ; France",1702.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000236763/0000368166_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010236763,louvre museum,Zephyr and Flora,copy  anthony,cloth,format oval,3888,3891,5159,5128,5123,2107,5131,2898,5121,3889
3872,Don Quichotte trompé par Sancho prend une paysanne pour Dulcinée,"Coypel, Charles-Antoine ; France",1700.0,1800.0,https://collections.louvre.fr/media/cache/large/0000000021/0000057287/0000047401_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010057287,louvre museum,Don Quixote deceived by Sancho takes a peasant girl for Dulcinea,copy  Charles anthony,cloth,registration b marking wrong for b,5859,3874,5911,5283,2764,3862,2715,3054,2915,5522
3873,"Philippe Coypel (1703-1777), valet de chambre du roi, frère de l'artiste","Coypel, Charles-Antoine ; France",1732.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000063632/0000134840_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010063632,louvre museum,"Philippe Coypel (1703-1777), valet to the king, brother of the artist",copy  Charles anthony,oil on cloth,signature  h g painted in by charles copy his brother,3876,3883,3889,3862,3878,2115,3874,324,3861,5367
3874,Entrée de Sancho dans l'île de Barataria,"Coypel, Charles-Antoine ; France",1700.0,1800.0,https://collections.louvre.fr/media/cache/large/0000000021/0000057222/0000313238_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010057222,louvre museum,Entry of Sancho into the island of Barataria,copy  Charles anthony,cloth,registration of them inscriptions to back of frame and of the cloth handwritten wrong b for b,3862,332,3310,3006,5163,5161,5521,2756,4161,3054
3875,Les Noces d'Angélique et de Médor,"Coypel, Charles-Antoine ; France",1733.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000055288/0000970171_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010055288,louvre museum,The Weddings of Angélique and Médor,copy  Charles anthony,cloth,registration to setback on the cloth to stencil red mr signature sign date on the trunk  tree to left to first plan charles copy,2555,2902,6171,2821,2806,3004,5505,4655,6410,4368
3876,"Cléopâtre avalant le poison (Corneille, Rodogune).","Coypel, Charles-Antoine ; France",1749.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000066643/0000135807_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010066643,louvre museum,"Cleopatra swallowing the poison (Corneille, Rodogune).",copy  Charles anthony,oil on cloth,signature s  b g charles copy,3878,5160,3883,340,5159,335,5816,333,3889,327
3877,"Le chanteur Pierre de Jélyotte (1713-1797), dans le rôle de la nymphe Platée, de l'opéra bouffe de Rameau ""Platée ou Junon jalouse"" (créé en 1745).","Coypel, Charles-Antoine ; France",1745.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000059604/0000134601_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010059604,louvre museum,"The singer Pierre de Jélyotte (1713-1797), in the role of the nymph Platée, from Rameau's comic opera ""Platée ou Junon jalouse"" (created in 1745).",copy  Charles anthony,oil on cloth,format composition oval,6022,2181,3890,929,2320,5648,5128,4599,5649,5175
3878,L'évanouissement d'Armide au départ de Renaud.,"Coypel, Charles-Antoine ; France",1735.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000062211/0000763011_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010062211,louvre museum,The fainting of Armide at the departure of Renaud.,copy  Charles anthony,oil on cloth,signature s  b g vs copy,3876,3879,3889,5159,3883,1294,1708,3884,3891,3875
3879,La Conversion de saint Augustin,"Coypel, Charles-Antoine ; France",1736.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000236876/0000368879_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010236876,louvre museum,The Conversion of Saint Augustine,copy  Charles anthony,cloth,signature sign and date in low to right under the rock vs copy,3884,3101,4135,2837,722,2887,2563,2479,5534,2555
3880,Apollon et Issé,"Coypel, Charles-Antoine ; France",1724.0,,https://collections.louvre.fr/media/cache/original/0000000021/0000055289/0000041704_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010055289,louvre museum,Apollo and Isse,copy  Charles anthony,cloth,format fretted in the old days oval signature sign in low to right on the bank vs coy skin the letters are masked by the frame,2941,3891,5346,2560,1835,1626,5756,1825,1285,5135
3881,"Portrait de femme, dit La Manzanelli","Coypel, Charles-Antoine ; France",1730.0,1740.0,https://collections.louvre.fr/media/cache/large/0000000021/0000205103/0001074956_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010205103,louvre museum,"Portrait of a woman, known as La Manzanelli",copy  Charles anthony,cloth,format oval,2120,5281,292,2957,3025,1203,788,4859,5865,3871
3882,L'Equité,"Coypel, Noël ; France",1600.0,1700.0,https://collections.louvre.fr/media/cache/large/0000000021/0000057476/0000329710_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010057476,louvre museum,Equity,copy  christmas,drink,a face of women dressed of red and wrapped  a big drapery blue s press of arm left on the pedestal dunes column and is holding of the hand right a thread of lead,3887,3763,3772,3738,3282,3528,3624,2872,5372,3776
3883,La Réprobation de Caïn après la mort d'Abel,"Coypel, Noël ; France",1663.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000062231/0000134953_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010062231,louvre museum,The Reprobation of Cain after the death of Abel,copy  christmas,oil on cloth,format circular,5121,3876,3888,5281,3889,3871,5128,3891,5816,5159
3884,"Saint Jacques le Majeur, conduit au supplice, guérit un paralytique et embrasse son accusateur","Coypel, Noël ; France",1661.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000066994/0000388905_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010066994,louvre museum,"Saint James the Greater, led to execution, heals a paralytic and embraces his accuser",copy  christmas,oil on cloth,registration toward the low straight on the lintel i picard f lebret signature in low to left copy partially erased,3879,2837,3134,4454,5167,3889,2555,2887,5164,2885
3885,Arabesques. Un sacrifice,"Coypel, Noël ; France",1600.0,1700.0,https://collections.louvre.fr/media/cache/large/0000000021/0000056523/0000924014_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010056523,louvre museum,Arabesques. A sacrifice,copy  christmas,cloth,triumph of venus cardboard of tapestry of the wall hanging from triumphs from gods,1729,1728,3417,3512,4176,5138,329,5120,252,5141
3886,Clytie changée en tournesol,"Coypel, Noël ; France",1600.0,1700.0,https://collections.louvre.fr/media/cache/large/0000000021/0000057475/0000331167_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010057475,louvre museum,Clytie turned into a sunflower,copy  christmas,cloth,on the before clytie seated tour toward the right and watching in the heavens apollo in his tank near  she a small love who cry to his feet a sunflower format to i origin oval registration salon and sign to left of the chimney to back on the cloth,5170,5162,3887,3175,2848,5141,3882,3473,3891,782
3887,La Vigilance,"Coypel, Noël ; France",1600.0,1700.0,https://collections.louvre.fr/media/cache/large/0000000021/0000057477/0000329711_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010057477,louvre museum,Vigilance,copy  christmas,drink,a face of women standing dressed of white and  a drapery violet is holding a book to the hand has left to his feet a lion lying to her right a species of stork a tune,3882,3763,3528,3624,3886,5170,2856,3729,3789,5372
3888,Apollon et Mercure,"Coypel, Noël ; France",1688.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000236681/0000367891_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010236681,louvre museum,Apollo and Mercury,copy  christmas,cloth,format oval,3871,3891,5128,3889,3883,3188,5122,2107,3892,2898
3889,Apollon vainqueur du serpent Python,"Coypel, Noël ; France",1704.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000236682/0000367897_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010236682,louvre museum,Apollo vanquishing the serpent Python,copy  christmas,cloth,signature copy the dad fecit illegible in low,3891,5159,3886,3888,3871,3884,3883,3878,5161,3877
3890,Nymphe et Amour,"Coypel, Noël Nicolas ; France",1734.0,,https://collections.louvre.fr/media/cache/original/0000000021/0000055353/0000043217_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010055353,louvre museum,Nymph and Cupid,copy  christmas Nicholas,cloth,format oval registration cat to setback on the cloth stencil black louvre cat copy christmas nicholas nymph and love oval to setback on frame on label briere christmas nicholas copy nymph and love to setback on frame on label signature sign date in low to right copy,3893,3877,4253,1048,3353,3866,5650,5021,2181,3098
3891,"Arion, jouant de la lyre, porté sur un dauphin","Coypel, Noël Nicolas ; France",1724.0,,https://collections.louvre.fr/media/cache/original/0000000021/0000054921/0000041696_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054921,louvre museum,"Arion, playing the lyre, carried on a dolphin",copy  christmas Nicholas,cloth,format fretted signature sign date in low to right not copy,3871,3889,2898,257,3886,3888,3880,5159,2107,253
3892,"Vénus, Bacchus et l'Amour, dit aussi L'Alliance de Bacchus et l'Amour, ou l'Automne.","Coypel, Noël Nicolas ; France",1727.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000062219/0000787156_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010062219,louvre museum,"Venus, Bacchus and Cupid, also known as The Alliance of Bacchus and Cupid, or Autumn.",copy  christmas Nicholas,oil on cloth,signature s  b  not neither copy fecit,6042,3869,4599,2898,3871,3891,5128,3888,4560,5120
3893,L'Innocence et l'Amour,"Coypel, Noël Nicolas ; France",1734.0,,https://collections.louvre.fr/media/cache/original/0000000021/0000055352/0000043212_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010055352,louvre museum,Innocence and Love,copy  christmas Nicholas,cloth,format oval registration louvre cat copy christmas nicholas i innocence and i love oval to setback on frame on label briere christmas nicholas copy innocence and love to setback on frame on label nature of brand work registered cat to stencil black nature of text inv museum of louvre to setback on label flying signature sign date in low to left copy where,3890,4805,1048,5021,2931,5650,5068,4680,3098,21
3894,La Vierge et l'Enfant entre saint Jean Baptiste et saint Jérôme,"Cozzarelli, Guidoccio ; Italie",1400.0,1500.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053187/0000751010_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053187,louvre museum,The Virgin and Child between Saint John the Baptist and Saint Jerome,cozzarelli  guidoccio,bottom  gold on drink  poplar ,registration to setback on the sign registered in white inv to setback on the sign registered in black inv,6055,6295,5077,4666,6159,6057,3848,5991,2310,3811
3895,Homme regardant une médaille,"Craesbeeck, Joos van ; Pays-Bas du Sud",1600.0,1700.0,https://collections.louvre.fr/media/cache/large/0000000021/0000054258/0000796742_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054258,louvre museum,Man looking at a medal,craesbeek  joos van,drink,registration label setback plank collection louis the case setback plank p to i ink,5245,1033,5072,4976,1604,4456,1023,167,5063,494
3896,"Le Toucher, figure d'homme dans l'embrasure d'une fenêtre rustique, sur fond de paysage","Craesbeeck, Joos van ; Pays-Bas du Sud",1630.0,1640.0,https://collections.louvre.fr/media/cache/large/0000000021/0000059492/0000599101_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010059492,louvre museum,"The Touch, figure of a man in the recess of a rustic window, on a landscape background",craesbeek  joos van,oil on drink,identifiable by the stick and nope a pipe as i a from five sense signature s b g vs b read in the old days cr,3562,4683,3525,3900,5535,874,870,5203,3859,4300
3897,"Peintre faisant un portrait, dit autrefois L'atelier de Craesbeeck","Craesbeeck, Joos van ; Pays-Bas du Sud",1626.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000062183/0000136323_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010062183,louvre museum,"Painter making a portrait, formerly known as L'atelier de Craesbeeck",craesbeek  joos van,oil on drink,stage of gender socialite with likely hint to theme from five sense to craesbeek who traced back to less to i b p the brown see dubreuil has summer disputed knuttel of clip but without versus proposal she rest problem notwithstanding the high quality of board he artist dutch under affecting flemish by example ter bored to his beginnings the characters have fact to the eighteenth and nineteenth s of typical identifications whimsical craesbeek portraying his master brower brower paint rubens brower paint french hals the family of painter brower,3899,5248,1473,3544,2055,3938,1780,4291,5219,1635
3898,La Colère,"Craesbeeck, Joos van ; Pays-Bas du Sud",1600.0,1700.0,https://collections.louvre.fr/media/cache/original/0000000021/0000054257/0000041352_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054257,louvre museum,Anger,craesbeek  joos van,drink,registration to setback on the plank a label collection louis the case label handwritten van craesbeck joseph born to brussels toward raised  adrian brawer the anger don of i state,4456,4471,3895,3534,1033,1035,3533,494,1022,1023
3899,Le Fumeur (autoportrait présumé),"Craesbeeck, Joos van ; Pays-Bas du Sud",1626.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000063723/0000134760_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010063723,louvre museum,The Smoker (presumed self-portrait),craesbeek  joos van,oil on drink,long time assigned to brower and considered as a self-portrait everything to less head to the brower we could almost speak parody a little brutal of brower by craesbeek frequent at the house of this artist in allegory of participant series from five sense this face is similar to a drinker here in the smoking of brower new york metropolitan museum of art but to find more again in a self-portrait doing the grimace of craesbeek known by the engraving to eighteenth s of clippel to see also the copy m i below the reassignment of m i to craesbeek schneider winkler of clippel seeing instead in the m i a copy this who seems exaggeratedly critical being given the strong quality of board attribution reinforced by a comparison with three self-portrait nope less expressive of craesbeek of clippel our to date from years signature s b  has b apocryphal we distinct by underneath vs for craesbeek signature initial of board,3897,5248,4290,4291,1473,503,3938,5463,3544,1780
3900,"Fumeurs et buveurs près d'une maison, dit aussi Les mangeurs de moules","Craesbeeck, Joos van ; Pays-Bas du Sud",1626.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000064293/0000745594_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010064293,louvre museum,"Smokers and drinkers near a house, also known as The mussel eaters",craesbeek  joos van,oil on drink,to date toward signature s b g cb,5203,3896,1510,1780,1755,873,5246,2170,3562,4263
3901,Un buveur,"Craesbeeck, Joos van ; Pays-Bas du Sud",1600.0,1700.0,https://collections.louvre.fr/media/cache/original/0000000021/0000067176/0000055233_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010067176,louvre museum,A drinker,craesbeek  joos van,oil on drink,board ruin by a flood occurrence in the museum of chaumont in whose the description to m i and a photography poor reproduced here allow of to give when same a idea is very most likely a copy of grimacing of the collection of county of vence past in the sale after death of this latest paris xi as self-portrait of craesbeek nope spotted from of clippel p and who was severe from before under this name by james firmin beauvarlet as the cat of the sale vence this engraving being edited then at the house of bashan toward the photography of m i is similar to the engraving of board vence with correct a framing slightly different,5264,6152,1473,1526,3540,954,5237,2203,2452,2154
3902,Les trois Grâces,"Cranach l'ancien, Lucas ; Allemagne",1500.0,1600.0,https://collections.louvre.fr/media/cache/large/0000000021/0000067546/0000135896_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010067546,louvre museum,The three Graces,cranach I ancient  Luke,drink  beech  purple  ,from rare representations of theme from three graces in of cranach to interpret in a sense moral and christian the three graces of glazed euphrosyne and thalie to seeing confer here from virtues of generosity and registration to setback of board label modern twentieth century wearing a registration handwritten f g jack to interpret without doubt as the initials of first name of francis gerard seligmann followed of of that's why i wrote to you of her sister jacqueline registration handwritten to setback to in german of eighteenth where of start of nineteenth century fairly erased and uncomfortably decipherable vecelli age storben the figures having summer recharged he from dates of birth and of dead of tiziano vecellio is titian nature of brand stamp of wax to setback of sign in high stamp of wax red damaged and by consequent nope identifiable,4842,3908,482,628,3639,4706,3906,5480,545,2544
3903,"Portrait de Frédéric III le Sage (1463-1525), électeur de Saxe","Cranach l'ancien, Lucas ; Allemagne",1532.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000064366/0000720624_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010064366,louvre museum,"Portrait of Frederick III the Wise (1463-1525), Elector of Saxony",cranach I ancient  Luke,drink  beech ,registration to setback stamp of wax red of dominique alive denon double profile director general from museums ptolemy napoleon registration h  in a cartel fake friedrich last right churfurst and herzog you sachssen signature s mid h g of snake wing tet in her mouth a ring emblem of and ,3908,3909,3639,4467,628,6006,3902,3640,3641,5480
3904,Portrait de Caspar von Köckeritz,"Cranach l'ancien, Lucas ; Allemagne",1525.0,1550.0,https://collections.louvre.fr/media/cache/large/0000000021/0000065502/0000720578_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065502,louvre museum,Portrait of Caspar von Köckeritz,cranach I ancient  Luke,drink  Oak ,on the ring visible to the hand left coat of arms of model those from köckeritz a family noble saxon native of meissen overcome of his initials that v k r caspar we köckeritz seese brandenburg wittenberg identified grace to her ring was a close of luther board without doubt painted in or luther him dedicated her translation in german of psalm of the bible the rosary is holding symbolizes his commitment religious staff so that more late this object of pray will be proscribed by the reformers,3909,3905,559,3906,840,4713,4842,6063,3670,3576
