index,title,startYear,endYear,material,url,image,artist,description,museum,art_id_1,art_id_2,art_id_3,art_id_4,art_id_5,art_id_6,art_id_7,art_id_8,art_id_9,art_id_10
1512,Mlle. Alexandrine-Julie de la Boutraye,1827.0,1839.0,,https://clevelandart.org/art/1962.3,https://openaccess-cdn.clevelandart.org/1962.3/1962.3_web.jpg,Eugène Delacroix,,cleveland museum of art,1644,1557,104,238,2027,3291,531,2254,2760,419
1513,Lormes:  Goat-Girl Sitting Beside a Stream in a Forest,1842.0,1842.0,,https://clevelandart.org/art/1962.35,https://openaccess-cdn.clevelandart.org/1962.35/1962.35_web.jpg,Jean Baptiste Camille Corot,,cleveland museum of art,577,161,596,508,602,1536,3348,3330,101,1692
1514,St. Francis Kneeling before Christ on the Cross,1437.0,1444.0,,https://clevelandart.org/art/1962.36,https://openaccess-cdn.clevelandart.org/1962.36/1962.36_web.jpg,Sassetta,,cleveland museum of art,617,63,3300,3172,2752,0,130,3134,518,260
1515,Cupid and Psyche,1817.0,1817.0,,https://clevelandart.org/art/1962.37,https://openaccess-cdn.clevelandart.org/1962.37/1962.37_web.jpg,Jacques-Louis David,,cleveland museum of art,102,759,2137,2073,3023,2247,592,113,1915,566
1516,Meditative Visit to a Mountain Retreat: In Picture and in Words,1648.0,1648.0,,https://clevelandart.org/art/1962.42,https://openaccess-cdn.clevelandart.org/1962.42/1962.42_web.jpg,Xiang Shengmo,,cleveland museum of art,848,2413,1886,285,1808,658,2806,2345,1586,77
1517,Daoist Retreat in Mountain and Stream (Landscape after Ni Zan [1301–1374]),1567.0,1567.0,,https://clevelandart.org/art/1962.43,https://openaccess-cdn.clevelandart.org/1962.43/1962.43_web.jpg,Lu Zhi,,cleveland museum of art,2705,2021,2505,2502,2509,2506,784,2504,72,2811
1518,Zhao Mengfu Writing the Heart (Hridaya) Sutra in Exchange for Tea,1542.0,1543.0,,https://clevelandart.org/art/1963.102,https://openaccess-cdn.clevelandart.org/1963.102/1963.102_web.jpg,Qiu Ying,,cleveland museum of art,2716,1722,529,581,664,1687,2347,2003,765,672
1519,Mural Fragment with Elite Male and Maguey Cactus Leaves,500.0,550.0,,https://clevelandart.org/art/1963.252,https://openaccess-cdn.clevelandart.org/1963.252/1963.252_web.jpg,,,cleveland museum of art,2703,2652,199,2488,140,147,2898,723,3296,2547
1520,Poetic Feeling in a Thatched Pavilion,1347.0,1347.0,,https://clevelandart.org/art/1963.259,https://openaccess-cdn.clevelandart.org/1963.259/1963.259_web.jpg,Wu Zhen,,cleveland museum of art,2505,2509,2837,2840,2508,2504,2502,2715,2512,2136
1521,"An East African King Receives Three Emissaries, from a Khamsa of Amir Khusrau Dihlavi",1420.0,1499.0,,https://clevelandart.org/art/1963.261,https://openaccess-cdn.clevelandart.org/1963.261/1963.261_web.jpg,,,cleveland museum of art,1365,3307,377,1341,1321,1369,1166,1344,1168,1363
1522,Landscape,1500.0,1525.0,,https://clevelandart.org/art/1963.262,https://openaccess-cdn.clevelandart.org/1963.262/1963.262_web.jpg,Sōami,,cleveland museum of art,8,14,15,16,34,35,42,59,184,1522
1523,"Study for ""The Presentation of Christ in the Temple"" (for Saint Ulrich, Vienna)",1745.0,1755.0,,https://clevelandart.org/art/1963.326,https://openaccess-cdn.clevelandart.org/1963.326/1963.326_web.jpg,Franz Anton Maulbertsch,,cleveland museum of art,841,149,2296,1674,1805,57,125,126,1701,598
1524,Madonna of Humility,1375.0,1379.0,,https://clevelandart.org/art/1963.500,https://openaccess-cdn.clevelandart.org/1963.500/1963.500_web.jpg,Caterino Veneziano,,cleveland museum of art,138,152,142,613,2513,159,2094,1612,384,244
1525,The Wood Chopper,1849.0,1849.0,,https://clevelandart.org/art/1963.501,https://openaccess-cdn.clevelandart.org/1963.501/1963.501_web.jpg,George Inness,,cleveland museum of art,417,483,3322,47,226,2624,75,257,265,3309
1526,Sleep,1766.0,1776.0,,https://clevelandart.org/art/1963.502,https://openaccess-cdn.clevelandart.org/1963.502/1963.502_web.jpg,Jean Bernard Restout,,cleveland museum of art,1611,2139,561,3118,208,508,110,596,793,577
1527,Portrait of a Man,1480.0,1500.0,,https://clevelandart.org/art/1963.503,https://openaccess-cdn.clevelandart.org/1963.503/1963.503_web.jpg,,,cleveland museum of art,524,1527,2741,1800,541,145,2292,3123,2246,2090
1528,Beauties at the Seashore,1760.0,1792.0,,https://clevelandart.org/art/1963.506,https://openaccess-cdn.clevelandart.org/1963.506/1963.506_web.jpg,Ippitsusai Bunchō,,cleveland museum of art,2456,2234,2651,2236,3151,2237,3497,658,1672,2806
1529,"Bamboo, Rocks and Lonely Orchids",1271.0,1368.0,,https://clevelandart.org/art/1963.515,https://openaccess-cdn.clevelandart.org/1963.515/1963.515_web.jpg,Zhao Mengfu,,cleveland museum of art,2360,1883,633,1544,2,2082,2445,2560,2877,2489
1530,The Banks of the Marne at Charenton,1890.0,1900.0,,https://clevelandart.org/art/1963.573,https://openaccess-cdn.clevelandart.org/1963.573/1963.573_web.jpg,Armand Guillaumin,,cleveland museum of art,434,3136,2031,2804,2358,3305,1898,2269,2780,1556
1531,View of a Lake,1830.0,1839.0,,https://clevelandart.org/art/1963.574,https://openaccess-cdn.clevelandart.org/1963.574/1963.574_web.jpg,Thomas Doughty,,cleveland museum of art,540,2034,2302,3140,2545,3310,1584,527,49,2382
1532,"Wooded and Hilly Landscape
",1660.0,1669.0,,https://clevelandart.org/art/1963.575,https://openaccess-cdn.clevelandart.org/1963.575/1963.575_web.jpg,Jacob van Ruisdael,jacob van ruisdael  one of the most eminent dutch landscape painters  is revered for his brooding woodland compositions  with much of this painting s composition dedicated to nature alone  an underlying sense of sublimity is heightened by ruisdael through the inclusion of several diminutive figures  a mother and child trudge through a weathered path in the foreground  their pet dog following closely at their side  while a lone traveler approaches from the foliage ahead of them  this work is an excellent representation of the artist s later period  speaking to both his preoccupation with meticulous detail and the transitory relationship between humans and nature ,cleveland museum of art,1716,1688,3354,3478,2753,3315,1564,2327,1759,544
1533,The Knickknack Peddler,1212.0,1212.0,,https://clevelandart.org/art/1963.582,https://openaccess-cdn.clevelandart.org/1963.582/1963.582_web.jpg,Li Song,,cleveland museum of art,2853,663,2846,2854,2843,2838,2841,2844,2848,2842
1534,Cottages in a Misty Grove in Autumn,1117.0,1117.0,,https://clevelandart.org/art/1963.588,https://openaccess-cdn.clevelandart.org/1963.588/1963.588_web.jpg,Li Anzhong,,cleveland museum of art,2877,848,2814,1813,2446,1739,1808,595,2021,1535
1535,Travelers in Autumn Mountains,1310.0,1350.0,,https://clevelandart.org/art/1963.589,https://openaccess-cdn.clevelandart.org/1963.589/1963.589_web.jpg,Sheng Mou,,cleveland museum of art,2004,2074,1813,2021,788,2646,1534,2705,848,535
1536,"La Cervara, the Roman Campagna",1830.0,1831.0,,https://clevelandart.org/art/1963.91,https://openaccess-cdn.clevelandart.org/1963.91/1963.91_web.jpg,Jean Baptiste Camille Corot,,cleveland museum of art,508,2921,2299,596,577,1619,238,104,192,67
1537,Wisteria Maiden (Fuji Musume),1615.0,1699.0,,https://clevelandart.org/art/1963.96,https://openaccess-cdn.clevelandart.org/1963.96/1963.96_web.jpg,,,cleveland museum of art,1,2,3,4,5,6,7,8,9,10
1538,Ragini,1900.0,1962.0,,https://clevelandart.org/art/1963.99,https://openaccess-cdn.clevelandart.org/1963.99/1963.99_web.jpg,,,cleveland museum of art,733,790,805,811,815,1538,1587,1678,1845,2674
1539,Peonies,1740.0,1770.0,,https://clevelandart.org/art/1964.105,https://openaccess-cdn.clevelandart.org/1964.105/1964.105_web.jpg,Tatebayashi Kagei,a proliferation of white tree peonies dominates this composition  behind them are tall  feathery topped  em susuki  em  grasses and leafy deciduous trees  tatebayashi kagei restricted his palette to ink with red and white color  along with sparing use of green in the peony leaves and the blades of grass  he made generous use of the “dripping in”   em tarashikomi  em   technique  layering pooled ink and color  in the peony leaves  the areas left in reserve create the impression of  br insect eaten or late season foliage ,cleveland museum of art,1933,1757,3346,2414,2415,2416,1422,1425,1581,2305
1540,Pair of Panels from a Triptych: The Archangel Michael and St. Anthony Abbot,1458.0,1458.0,,https://clevelandart.org/art/1964.150,https://openaccess-cdn.clevelandart.org/1964.150/1964.150_web.jpg,Filippo Lippi,,cleveland museum of art,1542,1541,439,838,1616,1939,143,560,836,736
1541,Panel from a Triptych: The Archangel Michael,1458.0,1458.0,,https://clevelandart.org/art/1964.150.1,https://openaccess-cdn.clevelandart.org/1964.150.1/1964.150.1_web.jpg,Filippo Lippi,,cleveland museum of art,1542,1540,439,838,836,560,1939,837,2821,2822
1542,Panel from a Triptych: St. Anthony Abbot,1458.0,1458.0,,https://clevelandart.org/art/1964.150.2,https://openaccess-cdn.clevelandart.org/1964.150.2/1964.150.2_web.jpg,Filippo Lippi,,cleveland museum of art,1540,1541,439,838,836,560,1939,1616,143,837
1543,"Esther, Ahasuerus, and Haman",1663.0,1673.0,,https://clevelandart.org/art/1964.153,https://openaccess-cdn.clevelandart.org/1964.153/1964.153_web.jpg,Jan Steen,,cleveland museum of art,537,3154,2408,1564,2284,2327,869,2430,599,785
1544,Bamboo and Insects,1190.0,1194.0,,https://clevelandart.org/art/1964.154,https://openaccess-cdn.clevelandart.org/1964.154/1964.154_web.jpg,Wu Bing,,cleveland museum of art,2489,2360,1529,2,2310,2877,2560,2445,2078,2082
1545,Birds on a Tree above a Cataract,1127.0,1279.0,,https://clevelandart.org/art/1964.155,https://openaccess-cdn.clevelandart.org/1964.155/1964.155_web.jpg,Li Di,,cleveland museum of art,2707,832,1670,2831,2359,2092,3204,1610,2783,1735
1546,The Woodcutter of Luofu,1366.0,1366.0,,https://clevelandart.org/art/1964.156,https://openaccess-cdn.clevelandart.org/1964.156/1964.156_web.jpg,Chen Ruyan,,cleveland museum of art,2115,2108,2116,2101,1633,2120,2109,2102,2114,2106
1547,Birds and Flowers,1440.0,1506.0,,https://clevelandart.org/art/1964.157,https://openaccess-cdn.clevelandart.org/1964.157/1964.157_web.jpg,Sesshū Tōyō,,cleveland museum of art,1548,1549,794,826,1661,555,556,557,2496,1659
1548,Birds and Flowers,1440.0,1506.0,,https://clevelandart.org/art/1964.157.1,https://openaccess-cdn.clevelandart.org/1964.157.1/1964.157.1_web.jpg,Sesshū Tōyō,,cleveland museum of art,1548,1549,794,826,1661,555,556,557,2496,1659
1549,Birds and Flowers,1440.0,1506.0,,https://clevelandart.org/art/1964.157.2,https://openaccess-cdn.clevelandart.org/1964.157.2/1964.157.2_web.jpg,Sesshū Tōyō,,cleveland museum of art,1548,1549,794,826,1661,555,556,557,2496,1659
1550,Chrysanthemums,1640.0,1660.0,,https://clevelandart.org/art/1964.159,https://openaccess-cdn.clevelandart.org/1964.159/1964.159_web.jpg,Kitagawa Sōsetsu,,cleveland museum of art,1748,1749,1750,1751,1752,807,1581,2381,2907,1995
1551,A Pair of Peafowl,1485.0,1505.0,,https://clevelandart.org/art/1964.242,https://openaccess-cdn.clevelandart.org/1964.242/1964.242_web.jpg,Lin Liang,,cleveland museum of art,3204,32,33,765,672,2512,2781,2310,1803,1593
1552,Shōtoku Taishi at Sixteen,1300.0,1333.0,,https://clevelandart.org/art/1964.278,https://openaccess-cdn.clevelandart.org/1964.278/1964.278_web.jpg,,the 16 year old prince regent shōtoku taishi  garbed in buddhist vestments  bears an incense burner  he is flanked by two attendants  one carries religious texts in a box and the other holds a  em nyoi  em  ceremonial buddhist scepter  the two  br are sometimes identified as shōtoku’s younger brother  prince eguri  and eldest son  prince yamashiro  shōtoku has come to pray for his father  emperor yōmei  reigned 585–87   who is ill and on the point of death  upon a miraculous  br recovery  the emperor accepted buddhism ,cleveland museum of art,3493,2891,2005,3231,3200,1521,2543,3366,56,3201
1553,Chinese Landscape,1500.0,1599.0,,https://clevelandart.org/art/1964.279,https://openaccess-cdn.clevelandart.org/1964.279/1964.279_web.jpg,,in a panorama of mountains and expanses of water  three gentlemen have assembled by moonlight to enjoy one another’s company away from a bustling village  an influx of ink paintings from china in both album and scroll formats beginning in the late 1200s inspired japanese artists to create landscapes based upon chinese prototypes  later  japanese painters adapted the imagery to the larger format of folding screens  which were used to define spaces in large rooms ,cleveland museum of art,1554,1555,2054,23,38,2439,230,2572,1,2420
1554,Chinese Landscape,1500.0,1599.0,,https://clevelandart.org/art/1964.279.1,https://openaccess-cdn.clevelandart.org/1964.279.1/1964.279.1_web.jpg,,in a panorama of mountains and expanses of water  three gentlemen have assembled by moonlight to enjoy one another’s company away from a bustling village  an influx of ink paintings from china in both album and scroll formats beginning in the late 1200s inspired japanese artists to create landscapes based upon chinese prototypes  later  japanese painters adapted the imagery to the larger format of folding screens  which were used to define spaces in large rooms ,cleveland museum of art,1554,1555,2054,23,38,2439,230,2572,1,2420
1555,Chinese Landscape,1500.0,1599.0,,https://clevelandart.org/art/1964.279.2,https://openaccess-cdn.clevelandart.org/1964.279.2/1964.279.2_web.jpg,,in a panorama of mountains and expanses of water  three gentlemen have assembled by moonlight to enjoy one another’s company away from a bustling village  an influx of ink paintings from china in both album and scroll formats beginning in the late 1200s inspired japanese artists to create landscapes based upon chinese prototypes  later  japanese painters adapted the imagery to the larger format of folding screens  which were used to define spaces in large rooms ,cleveland museum of art,1554,1555,2054,23,38,2439,230,2572,1,2420
1556,Valley of the Sédelle at Pont Charraud:  White Frost,1903.0,1911.0,,https://clevelandart.org/art/1964.282,https://openaccess-cdn.clevelandart.org/1964.282/1964.282_web.jpg,Armand Guillaumin,,cleveland museum of art,760,1898,1600,2280,2780,3489,3136,1884,2804,1425
1557,Marguerite-Juliette Pierret,1822.0,1832.0,,https://clevelandart.org/art/1964.284,https://openaccess-cdn.clevelandart.org/1964.284/1964.284_web.jpg,Eugène Delacroix,,cleveland museum of art,1644,531,2254,423,536,1922,1617,1512,2760,652
1558,Woman Reading,1764.0,1774.0,,https://clevelandart.org/art/1964.288,https://openaccess-cdn.clevelandart.org/1964.288/1964.288_web.jpg,Nicolas-Bernard Lépicié,,cleveland museum of art,443,770,2271,2015,1931,128,98,1561,3313,3095
1559,Sunset on the River Oise,1866.0,1866.0,,https://clevelandart.org/art/1964.289,https://openaccess-cdn.clevelandart.org/1964.289/1964.289_web.jpg,Charles François Daubigny,,cleveland museum of art,102,2038,206,3023,1915,2763,1515,3161,1512,1557
1560,Marshlands,1830.0,1870.0,,https://clevelandart.org/art/1964.290,https://openaccess-cdn.clevelandart.org/1964.290/1964.290_web.jpg,Théodore Rousseau,,cleveland museum of art,450,451,452,453,454,455,456,457,499,500
1561,Marshland,1860.0,1879.0,,https://clevelandart.org/art/1964.291,https://openaccess-cdn.clevelandart.org/1964.291/1964.291_web.jpg,Jules Dupré,,cleveland museum of art,98,1561,478,2745,652,529,1931,443,770,1725
1562,Mme. Dufresne,1811.0,1821.0,,https://clevelandart.org/art/1964.292,https://openaccess-cdn.clevelandart.org/1964.292/1964.292_web.jpg,Pierre-Paul Prud'hon,,cleveland museum of art,1,2,3,4,5,6,7,8,9,10
1563,"The Pyrenees, the Peak of the Midi de Bigorre",1871.0,1872.0,,https://clevelandart.org/art/1964.293,https://openaccess-cdn.clevelandart.org/1964.293/1964.293_web.jpg,Narcisse Diaz de la Peña,,cleveland museum of art,419,2027,3291,388,1718,2290,596,793,2749,104
1564,Hunters Near Ruins,1648.0,1648.0,,https://clevelandart.org/art/1964.294,https://openaccess-cdn.clevelandart.org/1964.294/1964.294_web.jpg,Jan Baptist Weenix,weenix lived in rome for five years and painted italianate landscapes  rather than local  dutch subjects  the bright light  classical architecture  and exotic looking garb of the figures all speak to this interest in foreign landscape ,cleveland museum of art,1732,2408,2272,3154,3315,1583,1532,537,2259,652
1565,Peregrine Falcons (Duck Hawks),1822.0,1832.0,,https://clevelandart.org/art/1964.351,https://openaccess-cdn.clevelandart.org/1964.351/1964.351_web.jpg,John James Audubon,,cleveland museum of art,586,210,208,255,160,1970,118,272,215,233
1566,Gray and Silver:  A Nocturne,1880.0,1900.0,,https://clevelandart.org/art/1964.361,https://openaccess-cdn.clevelandart.org/1964.361/1964.361_web.jpg,Walter Greaves,,cleveland museum of art,2256,2901,2902,2903,3346,2218,2563,2681,3305,2269
1567,Forbidden to the Vulgar,1765.0,1820.0,,https://clevelandart.org/art/1964.367,https://openaccess-cdn.clevelandart.org/1964.367/1964.367_web.jpg,Uragami Gyokudō,,cleveland museum of art,1,2,3,4,5,6,7,8,9,10
1568,Twelve Views of Tiger Hill,1491.0,1509.0,,https://clevelandart.org/art/1964.371,https://openaccess-cdn.clevelandart.org/1964.371/1964.371_web.jpg,Shen Zhou,,cleveland museum of art,1572,1573,1574,1571,1569,1575,1577,1580,1570,1579
1569,"Twelve Views of Tiger Hill, Suzhou: Distant View of Tiger Hill from the Canal Mooring",1491.0,1509.0,,https://clevelandart.org/art/1964.371.1,https://openaccess-cdn.clevelandart.org/1964.371.1/1964.371.1_web.jpg,Shen Zhou,,cleveland museum of art,1568,1572,1571,1577,1573,1575,1576,1574,1570,1580
1570,"Twelve Views of Tiger Hill, Suzhou: Tiger-Flight Spring at the Back Gate",1491.0,1509.0,,https://clevelandart.org/art/1964.371.10,https://openaccess-cdn.clevelandart.org/1964.371.10/1964.371.10_web.jpg,Shen Zhou,,cleveland museum of art,1573,1574,1568,1572,1575,1579,1577,1580,1571,1569
1571,"Twelve Views of Tiger Hill, Suzhou: Bamboo Pavilion, Tiger Hill",1491.0,1509.0,,https://clevelandart.org/art/1964.371.11,https://openaccess-cdn.clevelandart.org/1964.371.11/1964.371.11_web.jpg,Shen Zhou,,cleveland museum of art,1577,1576,1568,1572,1574,1569,1579,1573,1575,1580
1572,"Twelve Views of Tiger Hill, Suzhou: Cloud-Climbing Pavilion",1491.0,1509.0,,https://clevelandart.org/art/1964.371.12,https://openaccess-cdn.clevelandart.org/1964.371.12/1964.371.12_web.jpg,Shen Zhou,,cleveland museum of art,1568,1573,1580,1574,1575,1571,1579,1570,1577,1569
1573,"Twelve Views of Tiger Hill, Suzhou: The Fool's Spring",1491.0,1509.0,,https://clevelandart.org/art/1964.371.2,https://openaccess-cdn.clevelandart.org/1964.371.2/1964.371.2_web.jpg,Shen Zhou,,cleveland museum of art,1570,1572,1568,1574,1579,1577,1580,1571,1575,1569
1574,"Twelve Views of Tiger Hill, Suzhou: The Pine Retreat",1491.0,1509.0,,https://clevelandart.org/art/1964.371.3,https://openaccess-cdn.clevelandart.org/1964.371.3/1964.371.3_web.jpg,Shen Zhou,,cleveland museum of art,1572,1568,1573,1570,1575,1580,1571,1577,1579,1569
1575,"Twelve Views of Tiger Hill, Suzhou: The Enlightened Stone Retreat",1491.0,1509.0,,https://clevelandart.org/art/1964.371.4,https://openaccess-cdn.clevelandart.org/1964.371.4/1964.371.4_web.jpg,Shen Zhou,,cleveland museum of art,1572,1568,1574,1580,1579,1573,1570,1578,1571,1569
1576,"Twelve Views of Tiger Hill, Suzhou: The Nodding Stone Terrace, Tiger Hill, and the Thousand-Man Seat",1491.0,1509.0,,https://clevelandart.org/art/1964.371.5,https://openaccess-cdn.clevelandart.org/1964.371.5/1964.371.5_web.jpg,Shen Zhou,,cleveland museum of art,1577,1571,1579,1568,1572,1569,1575,1574,1573,1580
1577,"Twelve Views of Tiger Hill, Suzhou: The Sword Spring, Tiger Hill",1491.0,1509.0,,https://clevelandart.org/art/1964.371.6,https://openaccess-cdn.clevelandart.org/1964.371.6/1964.371.6_web.jpg,Shen Zhou,,cleveland museum of art,1571,1576,1568,1579,1572,1573,1569,1574,1570,1575
1578,"Twelve Views of Tiger Hill, Suzhou: The Thousand Buddha Hall and the Pagoda of the ""Cloudy Cliff"" Monastery",1491.0,1509.0,,https://clevelandart.org/art/1964.371.7,https://openaccess-cdn.clevelandart.org/1964.371.7/1964.371.7_web.jpg,Shen Zhou,,cleveland museum of art,1580,1575,1574,1572,1568,1570,1573,1579,1571,1577
1579,"Twelve Views of Tiger Hill, Suzhou: The Five Sages Terrace",1491.0,1509.0,,https://clevelandart.org/art/1964.371.8,https://openaccess-cdn.clevelandart.org/1964.371.8/1964.371.8_web.jpg,Shen Zhou,,cleveland museum of art,1572,1577,1568,1573,1576,1575,1571,1580,1570,1574
1580,"Twelve Views of Tiger Hill, Suzhou: The Thousand Acres of Clouds",1491.0,1509.0,,https://clevelandart.org/art/1964.371.9,https://openaccess-cdn.clevelandart.org/1964.371.9/1964.371.9_web.jpg,Shen Zhou,,cleveland museum of art,1572,1568,1575,1574,1573,1578,1579,1570,1571,1577
1581,Paulownias and Chrysanthemums,1800.0,1828.0,,https://clevelandart.org/art/1964.386,https://openaccess-cdn.clevelandart.org/1964.386/1964.386_web.jpg,Sakai Hōitsu,in this screen  sakai hōitsu expertly deployed a painting technique called “dripping in”   em tarashikomi  em    ink and color dripped on the surface  and allowed to pool there  created the illusionistic effect of lichen dotted tree bark and twisted chrysanthemum leaves  paulownia and chrysanthemum are signifiers of late spring and early autumn as well as emblems of the japanese imperial house  paulownia also has medicinal properties and associations with fortitude  while chrysanthemum symbolizes good government ,cleveland museum of art,1550,763,1995,2468,807,1748,1749,1750,1751,1752
1582,Krishna and Radha Under Mt. Govardhan,1715.0,1725.0,,https://clevelandart.org/art/1964.389,https://openaccess-cdn.clevelandart.org/1964.389/1964.389_web.jpg,,,cleveland museum of art,550,2918,2949,3409,2947,3004,2634,2999,2967,2969
1583,"Herengracht, Amsterdam",1656.0,1666.0,,https://clevelandart.org/art/1964.419,https://openaccess-cdn.clevelandart.org/1964.419/1964.419_web.jpg,Jan Wijnants,this painting is the first depiction of amsterdam in which a canal is given prominence  flanked by picturesque  tree lined avenues and exquisite mansions  the herengracht  gentleman s canal  was one of amsterdam s most important waterways  the precision with which jan wijnants portrayed the topography of the city enables the viewer to witness the development of this location  to the left of the canal  wijnants depicted a lumber yard  on which  in 1662  the architect philip vingoboons built four houses for the merchant jacob cromhout  furthermore  soon after wijanants completed this painting the canal was expanded ,cleveland museum of art,2272,3159,3486,867,3491,3478,1688,2430,3483,1617
1584,"Panoramic View of the Alps, Les Dents du Midi",1877.0,1877.0,,https://clevelandart.org/art/1964.420,https://openaccess-cdn.clevelandart.org/1964.420/1964.420_web.jpg,Gustave Courbet,,cleveland museum of art,3140,2545,540,423,536,49,285,1531,2302,3310
1585,Old Pine Tree,1535.0,1539.0,,https://clevelandart.org/art/1964.43,https://openaccess-cdn.clevelandart.org/1964.43/1964.43_web.jpg,Wen Zhengming,,cleveland museum of art,2777,2002,1735,2365,659,1865,2469,2369,2372,2780
1586,Bodhidharma Crossing the Yangzi on a Reed,1300.0,1399.0,,https://clevelandart.org/art/1964.44,https://openaccess-cdn.clevelandart.org/1964.44/1964.44_web.jpg,,,cleveland museum of art,581,625,848,1516,2815,1808,1871,2359,2003,2413
1587,Kedara Ragini,1645.0,1655.0,,https://clevelandart.org/art/1964.452,https://openaccess-cdn.clevelandart.org/1964.452/1964.452_web.jpg,,,cleveland museum of art,733,790,805,811,815,1538,1587,1678,1845,2674
1588,Calvary with a Carthusian Monk,1389.0,1395.0,,https://clevelandart.org/art/1964.454,https://openaccess-cdn.clevelandart.org/1964.454/1964.454_web.jpg,Jean de Beaumetz,,cleveland museum of art,294,2722,1928,2403,474,3019,2759,2515,3312,1779
1589,Umed Singh of Kota Hunting Lions,1780.0,1795.0,,https://clevelandart.org/art/1964.51,https://openaccess-cdn.clevelandart.org/1964.51/1964.51_web.jpg,,,cleveland museum of art,3145,2695,2817,3453,3147,3148,814,2917,2559,2911
1590,"The First Adventure of the White Horse, Page from the Khan Khanan's Razm Nama (Book of Wars)",1605.0,1622.0,,https://clevelandart.org/art/1964.52,https://openaccess-cdn.clevelandart.org/1964.52/1964.52_web.jpg,,,cleveland museum of art,549,548,3212,3238,3213,3237,3205,809,1831,3272
1591,Portrait of Count Jean-Antoine Chaptal,1824.0,1824.0,,https://clevelandart.org/art/1964.54,https://openaccess-cdn.clevelandart.org/1964.54/1964.54_web.jpg,Antoine-Jean Gros,,cleveland museum of art,1647,1992,2626,2897,3356,17,154,503,1594,2479
1592,Portrait of Jean-Gabriel du Theil at the Signing of the Treaty of Vienna,1738.0,1740.0,,https://clevelandart.org/art/1964.89,https://openaccess-cdn.clevelandart.org/1964.89/1964.89_web.jpg,Jacques André Joseph Aved,,cleveland museum of art,232,245,1607,1916,116,444,419,2289,829,104
1593,Beggars and Street Characters,1516.0,1516.0,,https://clevelandart.org/art/1964.94,https://openaccess-cdn.clevelandart.org/1964.94/1964.94_web.jpg,Zhou Chen,,cleveland museum of art,2450,269,2627,2126,2453,546,849,2359,672,765
1594,Portrait of the Jester Calabazas,1631.0,1632.0,,https://clevelandart.org/art/1965.15,https://openaccess-cdn.clevelandart.org/1965.15/1965.15_web.jpg,Diego Velázquez,,cleveland museum of art,2479,2858,2862,3244,17,154,503,2896,1591,1647
1595,Venus Discovering the Dead Adonis,1645.0,1655.0,,https://clevelandart.org/art/1965.19,https://openaccess-cdn.clevelandart.org/1965.19/1965.19_web.jpg,,,cleveland museum of art,1334,1338,1146,214,1040,1206,964,1156,1152,1299
1596,Twilight in the Wilderness,1860.0,1860.0,,https://clevelandart.org/art/1965.233,https://openaccess-cdn.clevelandart.org/1965.233/1965.233_web.jpg,Frederic Edwin Church,,cleveland museum of art,3315,793,2139,3135,2062,1644,2749,89,1642,1931
1597,Labrador Coast,1855.0,1865.0,,https://clevelandart.org/art/1965.234,https://openaccess-cdn.clevelandart.org/1965.234/1965.234_web.jpg,William Bradford,,cleveland museum of art,3291,2027,419,1512,2571,1644,240,104,1557,2243
1598,"Memento Mori, ""To This Favour""",1879.0,1879.0,,https://clevelandart.org/art/1965.235,https://openaccess-cdn.clevelandart.org/1965.235/1965.235_web.jpg,William Michael Harnett,,cleveland museum of art,3327,2770,2251,824,739,2249,2250,738,415,1971
1599,The Approach of Krishna.  Page from a Rasamanjari,1655.0,1675.0,,https://clevelandart.org/art/1965.249,https://openaccess-cdn.clevelandart.org/1965.249/1965.249_web.jpg,,,cleveland museum of art,414,413,3004,379,1621,380,3460,1604,2951,2926
1600,Morning Sun over the Heavenly Citadel Peak,1614.0,1614.0,,https://clevelandart.org/art/1965.28,https://openaccess-cdn.clevelandart.org/1965.28/1965.28_web.jpg,Ding Yunpeng,,cleveland museum of art,2280,1898,1556,242,3136,3489,1884,848,1631,1886
1601,Portrait of Duli Xingyi,1671.0,1671.0,,https://clevelandart.org/art/1965.31,https://openaccess-cdn.clevelandart.org/1965.31/1965.31_web.jpg,Kita Genki,in this portrait  the ōbaku school buddhist monk duli xingyi  born tai li  1596–1672   whose name is pronounced dokuryū shōeki in japanese  sits upon a woven mat holding a ceremonial scepter known as a  em ruyi  em   or  em nyoi  em  in japanese  above his head is an insciption he added to the painting in 1671  the year before his death  it may be translated to read   br  br contemplative emptiness  the moon suspended over the village at midnight  suddenly my soul is startled by the howl of an ape  who could know that it would arouse me beyond my senses  and bring me an inner vision from mt  sumeru  br  translated by stephen addiss and kwan s  wong   br  br originally from what is now the city of hangzhou in china  duli emigrated to japan in 1653  where he took monastic vows  his skills in calligraphy and seal carving were formidable  painter kita genki combined chinese brush styles he learned in nagasaki with western painting techniques to capture duli s likeness ,cleveland museum of art,1606,797,2305,147,2515,56,2824,2630,2795,1836
1602,"Sketch for ""The Revolt at Cairo""",1804.0,1814.0,,https://clevelandart.org/art/1965.310,https://openaccess-cdn.clevelandart.org/1965.310/1965.310_web.jpg,Anne-Louis Girodet de Roucy-Trioson,,cleveland museum of art,1892,1891,1890,1686,3121,163,209,2072,774,3176
1603,Ragini Desakh of Meghamalhar,1765.0,1785.0,,https://clevelandart.org/art/1965.32,https://openaccess-cdn.clevelandart.org/1965.32/1965.32_web.jpg,,,cleveland museum of art,1603,657,733,790,805,811,815,1538,1587,1678
